stops,latitude,longtitude
48 ST/47 AV,(40.7408355, -73.917534)
BKLYN-QUEENS EXPWY/48TH ST,(40.7354553, -73.9183391)
BKLYN-QUEENS EXPWY/45TH ST,(40.735462, -73.92159300000002)
MEEKER AV/HAUSMAN ST,(40.7238221, -73.9384914)
MEEKER AV/KINGSLAND AV,(40.721911, -73.94104709999999)
KINGSLAND AV/HERBERT ST,(40.720462, -73.9407985)
KINGSLAND AV/MASPETH AV,(40.7158163, -73.9400106)
WOODPOINT RD\CONSELYEA ST,(40.715452, -73.942162)
METROPOLITAN AV/MACRI SQ,(40.7141522, -73.9521656)
MARCY AV/METROPOLITAN AV,(40.71408220000001, -73.954325)
MARCY AV/S 2 ST,(40.711118, -73.9561932)
FRONT ST / YORK ST,(40.70251500000001, -73.991913)
WATER ST/MAIN ST,(40.7033219, -73.9911669)
OLD FULTON ST/ELIZABETH PL,(40.7025964, -73.9939504)
OLD FULTON ST/HICKS ST,(40.7020269, -73.99263959999999)
OLD FULTON ST/HENRY ST,(40.7009878, -73.9912945)
CADMAN PZ W/MIDDAGH ST,(40.6998665, -73.99108620000001)
CADMAN PLZ W/CADMAN TOWER,(40.6984039, -73.99156289999999)
CADMAN PZ W/CLARK ST,(40.6968022, -73.99151049999999)
TILLARY ST/CADMAN PZ E,(40.6963307, -73.9900315)
ADAMS ST/BKLYN SUPREME CRT,(40.6928835, -73.9891921)
FULTON ST/SMITH ST,(40.6914649, -73.9873363)
FULTON ST/HOYT ST,(40.6905552, -73.9850953)
FULTON ST/BOND ST,(40.689709, -73.98310099999999)
FULTON ST/FLATBUSH AV EXT,(40.6889524, -73.9810767)
FULTON ST/ROCKWELL PL,(40.6882511, -73.9792887)
FULTON ST/LAFAYETTE AV,(40.6870419, -73.97627489999999)
FULTON ST/S PORTLAND AV,(40.686323, -73.9744535)
FULTON ST/CARLTON AV,(40.6850291, -73.97123599999999)
FULTON ST/CLERMONT AV,(40.6841829, -73.969111)
FULTON ST/CLINTON AV,(40.6834888, -73.9668992)
FULTON ST/WASHINGTON AV,(40.6830405, -73.9648015)
FULTON ST/ST JAMES PL,(40.682815, -73.9636661)
FULTON ST/GRAND  AV,(40.6823864, -73.96161599999999)
FULTON ST/CLASSON AV,(40.6817384, -73.9585805)
FULTON ST/FRANKLIN AV,(40.68113170000001, -73.95566079999999)
FULTON ST/BEDFORD AV,(40.6806361, -73.9533665)
FULTON ST/NOSTRAND AV,(40.6803874, -73.94951189999999)
FULTON ST/MARCY AV,(40.6802153, -73.94632829999999)
FULTON ST/BROOKLYN AV,(40.6800883, -73.9439703)
FULTON ST/KINGSTON AV,(40.679938, -73.941209)
FULTON ST/ALBANY AV,(40.679784, -73.9384401)
FULTON ST/TROY AV,(40.67950099999999, -73.934456)
FULTON ST/SCHENECTADY AV,(40.6794761, -73.93290200000001)
FULTON ST/UTICA AV,(40.6790804, -73.9291653)
FULTON ST/BUFFALO AV,(40.67894, -73.92411)
FULTON ST/RALPH AV,(40.67887959999999, -73.9217456)
FULTON ST/HOWARD AV,(40.6787386, -73.919133)
FULTON ST/SARATOGA AV,(40.6785715, -73.9162994)
FULTON ST/THOMAS S BOYLAND ST,(40.678421, -73.91353289999999)
FULTON ST/ROCKAWAY AV,(40.678276, -73.9107513)
FULTON ST/EASTERN PY,(40.678112, -73.90782949999999)
FULTON ST/VAN SINDEREN AV,(40.677814, -73.903542)
EAST NEW YORK AV/ALABAMA AV,(40.6768121, -73.9000466)
FULTON ST/SACKMAN ST,(40.6780111, -73.9059616)
FULTON ST/MAC DOUGAL ST,(40.6788765, -73.9216526)
FULTON ST/MALCOLM X BL,(40.6793833, -73.92948249999999)
FULTON ST/STUYVESANT AV,(40.6793897, -73.9313492)
FULTON ST/LEWIS AV,(40.6795818, -73.93488669999999)
FULTON ST/MARCUS GARVEY BL,(40.6797286, -73.9373979)
FULTON ST/TOMPKINS AV,(40.6800489, -73.94325100000002)
FULTON ST/NEW YORK AV,(40.6802376, -73.9467502)
FULTON ST/GRAND AV,(40.6823864, -73.96161599999999)
FULTON ST/VANDERBILT AV,(40.68373330000001, -73.96798059999999)
FULTON ST/ADELPHI ST,(40.6845933, -73.970152)
FULTON ST/GREENE AV,(40.6857765, -73.9730969)
FULTON ST/S ELLIOTT PL,(40.68673769999999, -73.97550950000002)
FULTON ST/FT GREENE PL,(40.687193, -73.97662799999999)
FULTON ST/HUDSON AV,(40.6886623, -73.9800803)
FULTON ST/DUFFIELD ST,(40.6902937, -73.98442039999999)
FULTON ST/JAY ST,(40.6914649, -73.9873363)
JORALEMON ST/COURT ST,(40.69300550000001, -73.9941788)
CADMAN PLZ W/MONTAGUE ST,(40.6937566, -73.9904735)
CADMAN PZ W/JOHNSON ST,(40.69593769999999, -73.9909414)
CADMAN PZ W/TILLARY ST,(40.6961923, -73.9910764)
CADMAN PLZ W/CRANBERRY ST,(40.6991424, -73.9911764)
OLD FULTON ST/PROSPECT ST,(40.7007584, -73.9910319)
FRONT ST/YORK ST,(40.70251500000001, -73.991913)
WYCKOFF ST/PALMETTO ST,(40.6991953, -73.9106121)
WYCKOFF AV/MADISON ST,(40.6986844, -73.90954479999999)
WYCKOFF AV/JEFFERSON AV,(40.6973959, -73.9072759)
WYCKOFF AV/WEIRFIELD ST,(40.6967456, -73.9061189)
HALSEY ST/IRVING AV,(40.6945586, -73.9065564)
HALSEY ST/KNICKERBOCKER AV,(40.6929769, -73.9081055)
HALSEY ST/WILSON AV,(40.691503, -73.90955)
HALSEY ST/CENTRAL AV,(40.7418529, -74.1706296)
HALSEY ST/EVERGREEN AV,(40.6885514, -73.912448)
HALSEY ST/BUSHWICK AV,(40.6870733, -73.91388119999999)
HALSEY ST/BROADWAY,(40.685645, -73.91529)
HALSEY ST/SARATOGA AV,(40.6855, -73.917701)
HALSEY ST/HOWARD AV,(40.685192, -73.92081499999999)
HALSEY ST/RALPH AV,(40.6848834, -73.92311529999999)
HALSEY ST/PATCHEN AV,(40.6845054, -73.9263863)
HALSEY ST/MALCOLM X BL,(40.6841646, -73.9293053)
HALSEY ST/STUYVESANT AV,(40.6838338, -73.93222779999999)
HALSEY ST/LEWIS AV,(40.683497, -73.9351584)
HALSEY ST/MARCUS GARVEY BL,(40.6831687, -73.93808109999999)
HALSEY ST/THROOP AV,(40.682841, -73.9409147)
HALSEY ST/TOMPKINS AV,(40.6825139, -73.94374499999999)
HALSEY ST/MARCY AV,(40.6821916, -73.9465828)
HALSEY ST/NOSTRAND AV,(40.6818146, -73.94986229999999)
HALSEY ST/BEDFORD AV,(40.6813964, -73.9535198)
PUTNAM AV/BEDFORD AV,(40.6835917, -73.953947)
PUTNAM AV/FRANKLIN AV,(40.68334309999999, -73.9560996)
PUTNAM AV/CLASSON AV,(40.6830266, -73.9588462)
TILLARY ST/ADAMS ST,(40.696109, -73.98857260000001)
JAY ST/TILLARY ST,(40.6960638, -73.9871277)
JAY ST/WILLOUGHBY ST,(40.6922384, -73.98729999999999)
PUTNAM AV/NOSTRAND AV,(40.68401009999999, -73.9502997)
HALSEY ST/WYCKOFF AV,(40.6961368, -73.9050291)
WYCKOFF AV / PALMETTO ST,(40.699514, -73.91105639999999)
AV U/E 71 ST,(40.61982709999999, -73.9074425)
AV U/E 69 ST,(40.6188946, -73.9088876)
AV U/E 66 ST,(40.6173273, -73.91096859999999)
AV U/MILL AV,(40.61543220000001, -73.9138808)
AV U/E 59 ST,(40.6139867, -73.9161014)
AV U/E 57 ST,(40.6130534, -73.917559)
AV U/E 56 ST,(40.6120815, -73.91899180000001)
AV U/E 54 ST,(40.6112019, -73.9204572)
AV U/FLATBUSH AV,(40.6098252, -73.9223129)
AV U/HENDRICKSON ST,(40.6091965, -73.9233252)
AV U/KIMBALL ST,(40.6083265, -73.9248267)
AV U/E 37 ST,(40.6069548, -73.92696049999999)
AV U/E 35 ST,(40.605997, -73.9284498)
AV U/E 33 ST,(40.6050708, -73.9298714)
AV U/STUART ST,(40.602325, -73.934158)
AV U/GERRITSEN AV,(40.6012322, -73.9345599)
AV U/COYLE ST,(40.6009466, -73.9371598)
AV U/BATCHELDER ST,(40.6007336, -73.93904479999999)
AV U/NOSTRAND AV,(40.6004329, -73.9418941)
AV U/E 27 ST,(40.6001224, -73.94474129999999)
AV U/BEDFORD AV,(40.59991309999999, -73.94663589999999)
AV U/E 23 ST,(40.599695, -73.94853599999999)
AV U/OCEAN AV,(40.5993922, -73.9513643)
AV U/E 18 ST,(40.599145, -73.9535502)
AV U/E 16 ST,(40.5989303, -73.9554758)
AV U/E 15 ST,(40.5988403, -73.9564087)
AV U/E 13 ST,(40.5986378, -73.9582605)
AV U/CONEY ISLAND AV,(40.5982958, -73.9611846)
AV U/E 8 ST,(40.5981016, -73.9630399)
AV U/OCEAN PY,(40.59782999999999, -73.96548849999999)
AV U/E 5 ST,(40.6003676, -73.94249409999999)
AV U/E 2 ST,(40.597389, -73.9701)
AV U/WEST ST,(40.6003676, -73.94249409999999)
AV U/MC DONALD AV,(40.5969922, -73.9732223)
AV U/VAN SICKLEN ST,(40.5967886, -73.9750394)
AV U/W 5 ST,(40.5966203, -73.9765091)
AV U/W 8 ST,(40.59629839999999, -73.9794392)
AV U/W 10 ST,(40.596092, -73.9812791)
AV U/W 12 ST,(40.5958954, -73.9831437)
25 AV/86 ST,(40.597926, -73.987192)
25 AV/BENSON AV,(40.5962295, -73.988953)
25 AV/HARWAY AV,(40.593021, -73.99217999999999)
25 AV/84 ST,(40.598976, -73.985992)
STILLWELL AV/85 ST,(40.597458, -73.985512)
AV U/W 11 ST,(40.6003676, -73.94249409999999)
AV U/W 7 ST,(40.5964015, -73.97850509999999)
AV U/E 1 ST,(40.5956807, -73.9850601)
AV U/E 4 ST,(40.5956917, -73.98496399999999)
AV U/E 28 ST,(40.6002227, -73.9438126)
AV U/BROWN ST,(40.600616, -73.939545)
AV U/FORD ST,(40.600819, -73.937721)
AV U/BRAGG ST,(40.6010575, -73.9361935)
AV U/BURNETT ST,(40.6026866, -73.9335384)
AV U/E 38 ST,(40.6074254, -73.9262507)
AV U/COLEMAN ST,(40.6088501, -73.9241546)
AV U/E 64 ST,(40.6163998, -73.91239639999999)
GERRITSEN AV/BATCHELDER ST,(40.6061685, -73.94005369999999)
GERRITSEN AV/FORD ST,(40.605156, -73.93891099999999)
GERRITSEN AV/COYLE ST,(40.6039956, -73.9376424)
GERRITSEN AV/AV U,(40.6012322, -73.9345599)
GERRITSEN AV/AV V,(40.6000957, -73.9332599)
GERRITSEN AV/WHITNEY AV,(40.5984805, -73.9314155)
GERRITSEN AV/BIJOU AV,(40.596038, -73.9288522)
GERRITSEN AV/CHANNEL AV,(40.594904, -73.927433)
GERRITSEN AV/EVERETT AV,(40.5931435, -73.92547250000001)
GERRITSEN AV/GOTHAM AV,(40.591856, -73.924042)
GERRITSEN AV/BARTLETT PL,(40.5912367, -73.9232869)
GERRITSEN AV/CYRUS AV,(40.5903015, -73.92230599999999)
GERRITSEN AV/SEBA AV,(40.5891253, -73.9209316)
GERRITSEN AV/LOIS AV,(40.587969, -73.9197085)
GERRITSEN AV/GERRITSEN BCH,(40.587101, -73.918503)
GERRITSEN AV/GERRITSEN BEACH,(40.5946864, -73.9272689)
GERRITSEN AV/AV X,(40.596771, -73.929367)
GERRITSEN AV/AV T,(40.6033443, -73.93690769999999)
GERRITSEN AV/AV S,(40.6049759, -73.9387239)
GERRITSEN AV/FILLMORE AV,(40.606655, -73.9404539)
BROADWAY/ROEBLING ST,(40.70938049999999, -73.9604741)
BROADWAY/BEDFORD AV,(40.71035699999999, -73.96388689999999)
BROADWAY/WYTHE AV,(40.7106747, -73.96676269999999)
BROADWAY/KENT AV,(40.7107884, -73.96850959999999)
KENT AV/S 6 ST,(40.7121626, -73.96784269999999)
KENT AV/S 3 ST,(40.7139315, -73.9671437)
KENT AV/S 1 ST,(40.7155245, -73.96639569999999)
KENT AV/METROPOLITAN AV,(40.7175168, -73.9647268)
KENT AV/N 6 ST,(40.7197654, -73.9623077)
KENT AV/N 9 ST,(40.7214158, -73.9605131)
KENT AV/N 12 ST,(40.7230718, -73.9587164)
FRANKLIN ST/CALYER ST,(40.7270435, -73.9572154)
FRANKLIN ST/NOBLE ST,(40.728443, -73.9573475)
FRANKLIN ST/GREENPOINT AV,(40.729883, -73.95759009999999)
FRANKLIN ST/INDIA ST,(40.7319974, -73.9579418)
GREEN ST/MANHATTAN AV,(40.7337466, -73.9548433)
MC GUINNESS BL/FREEMAN ST,(40.734566, -73.95227100000001)
11 ST/48 AV,(40.743725, -73.951042)
11 ST/46 AV,(40.7463987, -73.9502372)
11 ST/45 AV,(40.7471028, -73.95001359999999)
44 DR/21 ST,(40.7481746, -73.94712439999999)
21 ST/45th ROAD,(40.74675000000001, -73.947161)
21 ST/JACKSON AV.,(40.744522, -73.948463)
11 ST/JACKSON AV,(40.7433022, -73.95150149999999)
MCGUINNESS BL/FREEMAN ST,(40.734661, -73.952675)
FREEMAN ST/MANHATTAN AV,(40.7344543, -73.9549598)
FRANKLIN ST/GREEN ST,(42.3104107, -71.1075721)
FRANKLIN ST/MESEROLE AV,(40.725526, -73.9574992)
WYTHE AV/N 12 ST,(40.722285, -73.957461)
WYTHE AV/N 9 ST,(40.720627, -73.95924400000001)
WYTHE AV/N 6 ST,(40.7189756, -73.96103579999999)
WYTHE AV/METROPOLITAN AV,(40.716763, -73.9633848)
WYTHE AV/S 1 ST,(40.7150559, -73.9648094)
WYTHE AV/S 3 ST,(40.713487, -73.965503)
WYTHE AV/S 5 ST,(40.7120544, -73.966141)
39 ST/1 AV,(40.7469318, -73.97122759999999)
39 ST/2 AV,(40.655264, -74.0104905)
39 ST/3 AV,(40.65369, -74.00862099999999)
39 ST/4 AV,(40.652336, -74.005798)
39 ST/5 AV,(40.7515863, -73.9822815)
39 ST/6 AV,(40.649935, -74.00172049999999)
39 ST/7 AV,(40.648373, -73.99922900000001)
39 ST/8 AV,(40.75533, -73.99117700000001)
39 ST/9 AV,(40.7565386, -73.9940357)
39 ST/10 AV,(40.644625, -73.99292)
39 ST/FT HAMILTON PY,(40.643158, -73.9904935)
39 ST/12 AV,(40.642204, -73.98877)
39 ST/13 AV,(40.640388, -73.986038)
14 AV/CHURCH AV,(34.651927, -118.199602)
CHURCH AV/MC DONALD AV,(40.642696, -73.97988099999999)
CHURCH AV/E 3 ST,(40.643612, -73.977226)
CHURCH AV/E 5 ST,(40.6495233, -73.9632839)
CHURCH AV/OCEAN PY,(40.645, -73.973953)
CHURCH AV/CONEY ISLAND AV,(40.64634239999999, -73.97091750000001)
CHURCH AV/WESTMINSTER RD,(40.6473405, -73.96841049999999)
CHURCH AV/RUGBY RD,(40.648022, -73.9666785)
CHURCH AV/E 18 ST,(40.6494523, -73.9630634)
CHURCH AV/OCEAN AV,(40.6500605, -73.9609985)
CHURCH AV/FLATBUSH AV,(40.6503743, -73.9587659)
CHURCH AV/BEDFORD AV,(40.65053229999999, -73.95581849999999)
CHURCH AV/ROGERS AV,(40.6506717, -73.95248769999999)
CHURCH AV/NOSTRAND AV,(40.650809, -73.9495841)
CHURCH AV/NEW YORK AV,(40.6509522, -73.9466771)
CHURCH AV/BROOKLYN AV,(40.6511296, -73.943811)
CHURCH AV/E 38 ST,(40.65113100000001, -73.94148299999999)
CHURCH AV/E 42 ST,(40.6513745, -73.9380685)
CHURCH AV/TROY AV,(40.65147880000001, -73.9361828)
CHURCH AV/E 48 ST,(40.651569, -73.932442)
CHURCH AV/UTICA AV,(40.6517379, -73.9304396)
CHURCH AV/E 52 ST,(40.6521625, -73.928463)
CHURCH AV/E 56 ST,(40.652454, -73.924194)
CHURCH AV/KINGS HY,(40.652436, -73.9226996)
CHURCH AV/REMSEN AV,(40.652523, -73.9198)
CHURCH AV/E 94 ST,(40.654816, -73.916679)
CHURCH AV/E 96 ST,(40.65585300000001, -73.915077)
CHURCH AV/ROCKAWAY PY,(40.656403, -73.91422299999999)
CHURCH AV/E 98 ST,(40.65654, -73.913628)
CHURCH AV/E 93 ST,(40.6540165, -73.91805649999999)
CHURCH AV/RALPH AV,(40.652584, -73.92128)
CHURCH AV/E 55 ST,(40.65251900000001, -73.925499)
CHURCH AV/E 46 ST,(40.6515642, -73.9342705)
CHURCH AV/E 39 ST,(40.6512392, -73.9409654)
CHURCH AV/E 7 ST,(40.645397, -73.973511)
CHURCH AV/STORY ST,(40.641968, -73.981613)
CHURCH AV/CHESTER AV,(35.3409166, -119.0193195)
13 AV/37 ST,(40.641846, -73.98513)
NOSTRAND AV/GRAVESEND NECK RD,(40.6001938, -73.9418433)
NOSTRAND AV/AV V,(40.597988, -73.941597)
NOSTRAND AV/AV W,(40.5958796, -73.9410178)
NOSTRAND AV/AV X,(40.5938012, -73.9406766)
NOSTRAND AV/AV Y,(40.592022, -73.940117)
NOSTRAND AV/AV Z,(40.5895644, -73.9398583)
AV Z/E 28 ST,(40.5893559, -73.9417714)
AV Z/BEDFORD AV,(40.5890487, -73.9445844)
AV Z/E 22 ST,(40.5887413, -73.9473986)
AV Z/OCEAN AV,(40.588493, -73.948891)
AV Z/E 18 ST,(40.588279, -73.951493)
AV Z/E 15 ST,(40.58799, -73.95369)
AV Z/E 13 ST,(40.587762, -73.956193)
AV Z/E 12 ST,(40.5875443, -73.95818849999999)
AV Z/CONEY ISLAND AV,(40.5873188, -73.9602892)
AV Z/HUBBARD ST,(40.5870277, -73.9629673)
AV Z/OCEAN PY,(40.586611, -73.966038)
NEPTUNE AV/OCEAN PY,(40.5803605, -73.96735749999999)
W 5 ST/NEPTUNE AV,(40.5798697, -73.9718158)
W 5 ST/W BRIGHTON AV,(40.5766228, -73.9728508)
SURF AV/W 5 ST,(40.5793559, -73.97209529999999)
SURF AV/W 10 ST,(40.5753987, -73.9778802)
SURF AV/STILLWELL AV,(40.575581, -73.981201)
SURF AV /W 17 ST,(40.57525589999999, -73.98451949999999)
SURF AV/W 21 ST,(40.5746446, -73.9876432)
SURF AV/W 23 ST,(40.5740595, -73.9897044)
SURF AV/W 25 ST,(40.5734815, -73.9917645)
SURF AV/W 27 ST,(40.5731593, -73.9927805)
SURF AV/W 29 ST,(40.572836, -73.9950865)
SURF AV/W 32 ST,(40.57275800000001, -73.99805049999999)
SURF AV/W 33 ST,(40.5728711, -73.99913269999999)
SURF AV/W 35 ST,(40.5729866, -74.00031369999999)
SURF AV/W 37 ST,(40.5732878, -74.00252660000001)
W 37 ST/MERMAID AV,(40.574634, -74.00279909999999)
W 37 ST/NEPTUNE AV,(40.5768908, -74.00323089999999)
W 37 ST/CANAL AV,(40.579235, -74.003601)
W 37 ST/BAY VIEW AV,(40.5768908, -74.00323089999999)
BAYVIEW AV/W 36 ST,(40.580933, -74.002495)
W 33 ST/BAY VIEW AV,(40.5811064, -74.0006077)
W 33 ST/NEPTUNE AV,(40.5772508, -74.0000407)
W 33 ST/MERMAID AV,(40.5749827, -73.99961189999999)
W 33 ST/SURF AV,(40.5728711, -73.99913269999999)
SURF AV/W 28 ST,(40.572983, -73.993324)
SURF AV/W 19 ST,(40.5751966, -73.98558360000001)
SURF AV/W 16 ST,(40.57540100000001, -73.982979)
SURF AV/W 6 ST,(40.57500479999999, -73.9738119)
W 5 ST/SEA BREEZE AV,(40.5760642, -73.9730226)
AV Z/E 7 ST,(40.7238278, -73.9777762)
AV Z/E 19 ST,(40.5883873, -73.95052749999999)
GRAVESEND NECK RD/EAST 29 St,(40.5997878, -73.942792)
3 AV/97 ST,(40.6157835, -74.03419099999999)
3 AV/94 ST,(40.61779, -74.033272)
3 AV/92 ST,(40.6194593, -74.0327052)
3 AV/90 ST,(40.620907, -74.032005)
3 AV/88 ST,(40.622314, -74.03143299999999)
3 AV/86 ST,(40.623356, -74.031128)
3 AV/82 ST,(40.62627, -74.029831)
3 AV/80 ST,(40.628073, -74.0291865)
3 AV/78 ST,(40.62957, -74.028526)
3 AV/BAY RIDGE PY,(40.631708, -74.0277485)
3 AV/72 ST,(40.6336967, -74.026765)
3 AV/BAY RIDGE AV,(40.6357689, -74.0260377)
3 AV/SENATOR ST,(40.637424, -74.025269)
3 AV/65 ST,(40.639259, -74.023651)
3 AV/60 ST,(40.641834, -74.02028700000001)
3 AV/58 ST,(40.643303, -74.018761)
3 AV/56 ST,(40.644444, -74.017639)
3 AV/53 ST,(40.7577272, -73.96908020000001)
3 AV/50 ST,(40.7558356, -73.970781)
3 AV/47 ST,(40.649303, -74.012604)
3 AV/44 ST,(40.65116099999999, -74.010612)
3 AV/42 ST,(40.65226699999999, -74.009453)
3 AV/39 ST,(40.65369, -74.00862099999999)
3 AV/37 ST,(40.747635, -73.9767664)
3 AV/34 ST,(40.656593, -74.00503499999999)
3 AV/30 ST,(40.65902699999999, -74.002495)
3 AV/26 ST,(40.660931, -74.000458)
3 AV/23 ST,(40.663158, -73.998138)
3 AV/15 ST,(40.665348, -73.989616)
3 AV/8 ST,(40.671947, -73.990501)
3 AV/6 ST,(40.816129, -73.917811)
3 AV/3 ST,(40.675186, -73.987801)
3 AV/CARROLL ST,(40.677322, -73.986015)
3 AV/UNION ST,(40.678593, -73.985153)
3 AV/DOUGLASS ST,(40.68047, -73.983864)
3 AV/BALTIC ST,(40.6817693, -73.9830126)
3 AV/BERGEN ST,(40.6878175, -73.9932216)
ATLANTIC AV/4 AV,(40.6846626, -73.97870619999999)
4 AV/DEAN ST,(40.683167, -73.97940799999999)
3 AV/WARREN ST,(40.6819107, -73.9831299)
3 AV/BUTLER ST,(40.6800567, -73.9843831)
3 AV/DE GRAW ST,(40.6793891, -73.9848348)
3 AV/14 ST,(40.7331614, -73.9870183)
3 AV/21 ST,(40.664131, -73.997765)
3 AV/25 ST,(40.661854, -74.000114)
3 AV/29 ST,(40.659286, -74.002777)
3 AV/33 ST,(40.7448717, -73.97858769999999)
3 AV/41 ST,(40.652725, -74.009621)
3 AV/43 ST,(40.7514479, -73.9739561)
3 AV/46 ST,(40.65009300000001, -74.012344)
3 AV/49 ST,(40.648155, -74.01443499999999)
3 AV/52 ST,(40.6465032, -74.016183)
3 AV/54 ST,(40.75834469999999, -73.9689534)
3 AV/61 ST,(40.641376, -74.021484)
3 AV/77 ST,(40.62986799999999, -74.02849599999999)
3 AV/83 ST,(40.6259443, -74.0301491)
3 AV/89 ST,(40.621143, -74.032089)
3 AV/95 ST,(40.616997, -74.033768)
SENECA AV/CORNELIA ST,(40.701057, -73.904861)
METROPOLITAN AV/STARR ST,(40.71343359999999, -73.9146832)
GRANDVIEW AV/METROPOLITAN AV,(40.7133336, -73.9129683)
SENECA AV/GATES AV,(40.7031305, -73.90852)
STANHOPE ST/GRANDVIEW AV,(40.71106, -73.90996059999999)
STANHOPE ST/FAIRVIEW AV,(40.709868, -73.91117899999999)
SENECA AV/BLEECKER ST,(40.705004, -73.91141499999999)
STANHOPE ST/WOODWARD AV,(40.708782, -73.912291)
STANHOPE ST/ONDERDONK AV,(40.707657, -73.9134486)
SENECA AV/DE KALB AV,(40.7075465, -73.91578299999999)
DE KALB AV/ST NICHOLAS AV,(40.7054405, -73.91807949999999)
DE KALB AV/IRVING AV,(40.7026825, -73.92083350000001)
DE KALB AV/KNICKERBOCKER AV,(40.701105, -73.9223825)
DE KALB AV/WILSON AV,(40.69950499999999, -73.92386599999999)
DE KALB AV/MYRTLE AV,(40.6981064, -73.9253583)
DE KALB AV/EVERGREEN AV,(40.69614600000001, -73.92724249999999)
DE KALB AV/BROADWAY,(40.693777, -73.929527)
DE KALB AV/MALCOLM X BL,(40.6889634, -73.9301828)
DE KALB AV/STUYVESANT AV,(40.693352, -73.934547)
DE KALB AV/LEWIS AV,(40.693401, -73.937057)
DE KALB AV/MARCUS GARVEY BL,(40.6994574, -73.9414596)
DE KALB AV/THROOP AV,(40.69250700000001, -73.943012)
DE KALB AV/TOMPKINS AV,(40.692043, -73.94605299999999)
DE KALB AV/MARCY AV,(40.69172580000001, -73.948493)
DE KALB AV/NOSTRAND AV,(40.6913336, -73.951757)
DE KALB AV/BEDFORD AV,(40.69092819999999, -73.9554086)
DE KALB AV/FRANKLIN AV,(40.6907134, -73.9572778)
DE KALB AV/CLASSON AV,(40.69036089999999, -73.96029419999999)
DE KALB AV/RYERSON AV,(40.69001, -73.96372199999999)
DE KALB AV/WASHINGTON AV,(40.689678, -73.966583)
DE KALB AV/VANDERBILT AV,(40.689541, -73.969521)
DE KALB AV/CARLTON AV,(40.689632, -73.972)
DE KALB AV/S PORTLAND AV,(40.6897498, -73.9750135)
DE KALB AV/FT GREENE PL,(40.6897869, -73.977103)
DE KALB AV/FLATBUSH AV EX,(40.689991, -73.98125499999999)
DE KALB AV/BOND ST,(40.6900685, -73.9826758)
CADMAN PLZ W/TILLARY ST,(40.6961923, -73.9910764)
LAFAYETTE AV/S PORTLAND AV,(40.6872037, -73.9746302)
LAFAYETTE AV/CARLTON AV,(40.687523, -73.971352)
LAFAYETTE AV/VANDERBILT AV,(40.687778, -73.968689)
LAFAYETTE AV/WASHINGTON AV,(40.688198, -73.965385)
LAFAYETTE AV/GRAND AV,(30.1789764, -92.05667369999999)
LAFAYETTE AV/CLASSON AV,(40.688774, -73.959915)
LAFAYETTE AV/FRANKLIN AV,(40.6892121, -73.9572204)
LAFAYETTE AV/BEDFORD AV,(40.6894531, -73.9551104)
LAFAYETTE AV/NOSTRAND AV,(40.6898711, -73.9514648)
LAFAYETTE AV/MARCY AV,(40.690231, -73.947777)
LAFAYETTE AV/TOMPKINS AV,(40.69055600000001, -73.944946)
LAFAYETTE AV/THROOP AV,(40.690884, -73.942101)
LAFAYETTE AV/MARCUS GARVEY BL,(40.69104799999999, -73.9394875)
LAFAYETTE AV/LEWIS AV,(40.6915487, -73.9367547)
LAFAYETTE AV/STUYVESANT AV,(40.691883, -73.93341099999999)
LAFAYETTE AV/MALCOLM X BL,(40.69189799999999, -73.930931)
LAFAYETTE AV/PATCHEN AV,(40.692478, -73.927902)
KOSSUTH PL/BUSHWICK AV,(40.694144, -73.9264893)
DE KALB AV/SENECA AV,(40.707493, -73.915894)
SENECA AV/STOCKHOLM ST,(40.707192, -73.91510199999999)
WOODWARD AV/STANHOPE ST,(40.708782, -73.912291)
SENECA AV/PALMETTO ST,(40.7028152, -73.907692)
STARR ST/WOODWARD AV,(40.71141830000001, -73.91676939999999)
ONDERDONK AV/CATALPA AV,(40.7014646, -73.90295619999999)
STARR ST/METROPOLITAN AV,(40.71343359999999, -73.9146832)
WASHINGTON PLZ/LANE 1,(40.709606, -73.959305)
DELANCEY ST/ESSEX ST,(40.7185592, -73.9881894)
DELANCEY ST/ALLEN ST,(40.7191053, -73.9902793)
ALLEN ST/DELANCEY ST,(40.7191053, -73.9902793)
KNAPP ST/SHORE PKY,(40.58606839999999, -73.93131629999999)
EMMONS AV/BRIGHAM ST,(40.58416769999999, -73.93204659999999)
EMMONS AV/FORD ST,(40.584152, -73.934837)
EMMONS AV/BROWN ST,(40.5840387, -73.936844)
EMMONS AV/NOSTRAND AV,(40.5839742, -73.93867)
EMMONS AV/E 28 ST,(40.58376260000001, -73.94072410000001)
EMMONS AV/E 26 ST,(40.583627, -73.9425916)
EMMONS AV/DOOLEY ST,(40.5837577, -73.9448544)
OCEAN AV/SHORE PY,(40.5787196, -73.9677768)
OCEAN AV/VOORHIES AV,(40.586279, -73.948921)
E 16 ST/SHEEPSHEAD BAY RD,(40.5872042, -73.95325919999999)
SHEEPSHEAD BAY RD/VOORHIES AV,(40.5859472, -73.95186559999999)
SHEEPSHEAD BAY RD/SHORE PKY,(40.5842934, -73.950841)
SHEEPSHEAD BAY RD/EMMONS AV,(40.5834038, -73.9503938)
EMMONS AV/E 16 ST,(40.583203, -73.9525122)
EMMONS AV/E 14 ST,(40.5832325, -73.9542689)
